날짜,순위,영화명,개봉일,일일관객수,누적관객수,일일매출액
2025-10-01,5,극장판 귀멸의 칼날: 무한성편,2025-08-22,14571,5041232,150083200
2025-10-01,6,얼굴,2025-09-11,10715,943239,105323940
2025-10-01,7,워킹맨,2025-10-01,4459,4459,28952200
2025-10-01,8,아바타: 물의 길,2022-12-14,2092,10807161,35545820
2025-10-01,9,그저 사고였을 뿐,2025-10-01,2061,2729,20154700
2025-10-01,10,브레드이발소: 베이커리타운의 악당들,2025-09-27,2046,77901,15236900
2025-10-02,1,어쩔수가없다,2025-09-24,89974,1399471,854286180
2025-10-02,2,극장판 체인소 맨: 레제편,2025-09-24,83677,726142,866911990
2025-10-02,3,극장판 귀멸의 칼날: 무한성편,2025-08-22,22468,5063700,229185660
2025-10-02,4,원 배틀 애프터 어나더,2025-10-01,21949,45725,232840160
2025-10-02,5,얼굴,2025-09-11,15790,959029,152092740
2025-10-02,6,연의 편지,2025-10-01,14376,39515,129050100
2025-10-02,7,F1 더 무비,2025-06-25,3986,5155294,27447620
2025-10-02,8,워킹맨,2025-10-01,2751,7210,18996240
2025-10-02,9,아바타: 물의 길,2022-12-14,2359,10809520,37271700
2025-10-02,10,브레드이발소: 베이커리타운의 악당들,2025-09-27,2261,80162,16676600
2025-10-03,1,보스,2025-10-03,238887,244156,2295221690
2025-10-03,2,어쩔수가없다,2025-09-24,178346,1577817,1786258180
2025-10-03,3,극장판 체인소 맨: 레제편,2025-09-24,138327,864469,1512793520
2025-10-03,4,극장판 귀멸의 칼날: 무한성편,2025-08-22,41473,5105173,431416410
2025-10-03,5,브레드이발소: 베이커리타운의 악당들,2025-09-27,32326,112488,270930200
2025-10-03,6,원 배틀 애프터 어나더,2025-10-01,27679,73404,308248350
2025-10-03,7,연의 편지,2025-10-01,21227,60742,201178650
2025-10-03,8,개비의 매직하우스 극장판,2025-10-03,18734,29260,176089090
2025-10-03,9,얼굴,2025-09-11,16885,975914,166074840
2025-10-03,10,배달의 영웅 : 캐리와 슈퍼콜라2,2025-10-03,6864,7214,60542800
2025-10-04,1,보스,2025-10-03,208854,453010,2016991940
2025-10-04,2,어쩔수가없다,2025-09-24,146996,1724813,1465641670
2025-10-04,3,극장판 체인소 맨: 레제편,2025-09-24,119179,983648,1308095290
2025-10-04,4,극장판 귀멸의 칼날: 무한성편,2025-08-22,47557,5152730,508407310
2025-10-04,5,원 배틀 애프터 어나더,2025-10-01,30118,103522,334054180
2025-10-04,6,브레드이발소: 베이커리타운의 악당들,2025-09-27,22083,134571,186228100
2025-10-04,7,연의 편지,2025-10-01,17519,78261,170025670
2025-10-04,8,얼굴,2025-09-11,14142,990056,139855770
2025-10-04,9,개비의 매직하우스 극장판,2025-10-03,11641,40901,107027400
2025-10-04,10,F1 더 무비,2025-06-25,4219,5164084,29508880
2025-10-05,1,보스,2025-10-03,218913,671923,2141535970
2025-10-05,2,어쩔수가없다,2025-09-24,133229,1858042,1358216670
2025-10-05,3,극장판 체인소 맨: 레제편,2025-09-24,95148,1078796,1050830340
2025-10-05,4,극장판 귀멸의 칼날: 무한성편,2025-08-22,36617,5189347,392893160
2025-10-05,5,원 배틀 애프터 어나더,2025-10-01,30509,134031,339299680
2025-10-05,6,브레드이발소: 베이커리타운의 악당들,2025-09-27,14834,149405,129609800
2025-10-05,7,연의 편지,2025-10-01,13006,91267,126302220
2025-10-05,8,얼굴,2025-09-11,12455,1002511,123026200
2025-10-05,9,개비의 매직하우스 극장판,2025-10-03,7629,48530,70740550
2025-10-05,10,F1 더 무비,2025-06-25,4213,5168297,29530620
2025-10-06,1,보스,2025-10-03,313448,985371,3065563680
2025-10-06,2,어쩔수가없다,2025-09-24,167675,2025717,1673351300
2025-10-06,3,극장판 체인소 맨: 레제편,2025-09-24,75973,1154769,841867190
2025-10-06,4,원 배틀 애프터 어나더,2025-10-01,36598,170629,398993660
2025-10-06,5,극장판 귀멸의 칼날: 무한성편,2025-08-22,32462,5221809,341439540
2025-10-06,6,얼굴,2025-09-11,15620,1018131,156747060
2025-10-06,7,브레드이발소: 베이커리타운의 악당들,2025-09-27,13699,163104,124026500
2025-10-06,8,연의 편지,2025-10-01,11667,102934,113694860
2025-10-06,9,개비의 매직하우스 극장판,2025-10-03,6911,55441,64885100
2025-10-06,10,F1 더 무비,2025-06-25,5517,5173814,39529300
2025-10-07,1,보스,2025-10-03,322754,1308125,3108615360
2025-10-07,2,어쩔수가없다,2025-09-24,180798,2206515,1761429190
2025-10-07,3,극장판 체인소 맨: 레제편,2025-09-24,114263,1269032,1260287830
2025-10-07,4,원 배틀 애프터 어나더,2025-10-01,46230,216859,506281820
2025-10-07,5,극장판 귀멸의 칼날: 무한성편,2025-08-22,43479,5265288,447797480
2025-10-07,6,브레드이발소: 베이커리타운의 악당들,2025-09-27,20203,183307,179499400
2025-10-07,7,연의 편지,2025-10-01,18172,121106,172877940
2025-10-07,8,얼굴,2025-09-11,15519,1033650,152199770
2025-10-07,9,나쁜계집애: 달려라 하니,2025-10-07,14612,16076,129515000
2025-10-07,10,개비의 매직하우스 극장판,2025-10-03,10771,66212,99407200
2025-10-08,1,보스,2025-10-03,247005,1555130,2368619010
2025-10-08,2,어쩔수가없다,2025-09-24,136746,2343261,1326457780
2025-10-08,3,극장판 체인소 맨: 레제편,2025-09-24,131316,1400348,1388293830
2025-10-08,4,트론: 아레스,2025-10-08,55680,56304,609043210
2025-10-08,5,원 배틀 애프터 어나더,2025-10-01,36188,253047,362747740
2025-10-08,6,극장판 귀멸의 칼날: 무한성편,2025-08-22,33826,5299114,338381310
2025-10-08,7,브레드이발소: 베이커리타운의 악당들,2025-09-27,17425,200732,155402200
2025-10-08,8,연의 편지,2025-10-01,14244,135350,134375770
2025-10-08,9,F1 더 무비,2025-06-25,10224,5189997,84851980
2025-10-08,10,나쁜계집애: 달려라 하니,2025-10-07,9826,25902,88005910
2025-10-09,1,보스,2025-10-03,174267,1729397,1658627530
2025-10-09,2,극장판 체인소 맨: 레제편,2025-09-24,112140,1512488,1183386940
2025-10-09,3,어쩔수가없다,2025-09-24,101120,2444381,980820120
2025-10-09,4,트론: 아레스,2025-10-08,31091,87395,342566750
2025-10-09,5,원 배틀 애프터 어나더,2025-10-01,30581,283628,307622810
2025-10-09,6,극장판 귀멸의 칼날: 무한성편,2025-08-22,28952,5328066,287003390
2025-10-09,7,브레드이발소: 베이커리타운의 악당들,2025-09-27,16612,217344,148483200
2025-10-09,8,연의 편지,2025-10-01,14062,149412,132588040
2025-10-09,9,개비의 매직하우스 극장판,2025-10-03,8536,82961,78290180
2025-10-09,10,나쁜계집애: 달려라 하니,2025-10-07,8380,34282,74620680
2025-10-10,1,보스,2025-10-03,91069,1820466,868826090
2025-10-10,2,극장판 체인소 맨: 레제편,2025-09-24,90439,1602927,959953180
2025-10-10,3,어쩔수가없다,2025-09-24,56344,2500725,548021450
2025-10-10,4,원 배틀 애프터 어나더,2025-10-01,20781,304409,210135490
2025-10-10,5,극장판 귀멸의 칼날: 무한성편,2025-08-22,19709,5347775,198403330
2025-10-10,6,트론: 아레스,2025-10-08,16334,103729,185045220
2025-10-10,7,브레드이발소: 베이커리타운의 악당들,2025-09-27,10083,227427,88445200
2025-10-10,8,연의 편지,2025-10-01,9324,158736,88182530
2025-10-10,9,개비의 매직하우스 극장판,2025-10-03,6107,89068,56012250
2025-10-10,10,나쁜계집애: 달려라 하니,2025-10-07,4802,39084,42558620
2025-10-11,1,극장판 체인소 맨: 레제편,2025-09-24,129311,1732238,1383056850
2025-10-11,2,보스,2025-10-03,122839,1943305,1196019950
2025-10-11,3,어쩔수가없다,2025-09-24,74990,2575715,740584690
2025-10-11,4,원 배틀 애프터 어나더,2025-10-01,35895,340304,363797370
2025-10-11,5,극장판 귀멸의 칼날: 무한성편,2025-08-22,27035,5374810,272875410
2025-10-11,6,트론: 아레스,2025-10-08,20567,124296,240609400
2025-10-11,7,연의 편지,2025-10-01,11363,170099,109061570
2025-10-11,8,브레드이발소: 베이커리타운의 악당들,2025-09-27,11224,238651,101457600
2025-10-11,9,얼굴,2025-09-11,6539,1061228,64923700
2025-10-11,10,개비의 매직하우스 극장판,2025-10-03,6082,95150,56921430
2025-10-12,1,극장판 체인소 맨: 레제편,2025-09-24,104389,1836627,1106837640
2025-10-12,2,보스,2025-10-03,93257,2036562,910364380
2025-10-12,3,어쩔수가없다,2025-09-24,54706,2630421,541121420
2025-10-12,4,원 배틀 애프터 어나더,2025-10-01,27053,367357,272730090
2025-10-12,5,극장판 귀멸의 칼날: 무한성편,2025-08-22,24287,5399097,243771230
2025-10-12,6,트론: 아레스,2025-10-08,15717,140013,180895600
2025-10-12,7,브레드이발소: 베이커리타운의 악당들,2025-09-27,11752,250403,105815800
2025-10-12,8,연의 편지,2025-10-01,10680,180779,101378590
2025-10-12,9,개비의 매직하우스 극장판,2025-10-03,6263,101413,58039600
2025-10-12,10,나쁜계집애: 달려라 하니,2025-10-07,4800,49192,45623680
2025-10-13,1,극장판 체인소 맨: 레제편,2025-09-24,35256,1871883,366407110
2025-10-13,2,보스,2025-10-03,28880,2065442,271515880
2025-10-13,3,어쩔수가없다,2025-09-24,17150,2647571,162153200
2025-10-13,4,원 배틀 애프터 어나더,2025-10-01,8514,375871,82810540
2025-10-13,5,극장판 귀멸의 칼날: 무한성편,2025-08-22,5607,5404704,56802940
2025-10-13,6,트론: 아레스,2025-10-08,4833,144846,53295940
2025-10-13,7,연의 편지,2025-10-01,2481,183260,23846900
2025-10-13,8,중간계,2025-10-15,1782,1948,12474000
2025-10-13,9,나쁜계집애: 달려라 하니,2025-10-07,1613,50805,13013400
2025-10-13,10,사람과 고기,2025-10-07,1181,10816,10150400
2025-10-14,1,극장판 체인소 맨: 레제편,2025-09-24,32531,1904414,335695120
2025-10-14,2,보스,2025-10-03,26458,2091900,242215340
2025-10-14,3,어쩔수가없다,2025-09-24,18030,2665601,166383690
2025-10-14,4,원 배틀 애프터 어나더,2025-10-01,7428,383299,71291070
2025-10-14,5,극장판 귀멸의 칼날: 무한성편,2025-08-22,5470,5410174,54307980
2025-10-14,6,트론: 아레스,2025-10-08,5220,150066,55114780
2025-10-14,7,연의 편지,2025-10-01,2719,185979,24255980
2025-10-14,8,얼굴,2025-09-11,1135,1067555,10829800
2025-10-14,9,그저 사고였을 뿐,2025-10-01,1022,25580,9404500
2025-10-14,10,나쁜계집애: 달려라 하니,2025-10-07,1002,51807,9259040
2025-10-15,1,극장판 체인소 맨: 레제편,2025-09-24,36619,1941033,377149830
2025-10-15,2,보스,2025-10-03,25127,2117027,228835670
2025-10-15,3,어쩔수가없다,2025-09-24,16965,2682566,154956070
2025-10-15,4,웨폰,2025-10-15,12011,12309,113428620
2025-10-15,5,극장판 귀멸의 칼날: 무한성편,2025-08-22,10144,5420318,97624600
2025-10-15,6,원 배틀 애프터 어나더,2025-10-01,9209,392508,103568320
2025-10-15,7,중간계,2025-10-15,4459,6407,27102800
2025-10-15,8,나쁜계집애: 달려라 하니,2025-10-07,3019,54826,24159300
2025-10-15,9,트론: 아레스,2025-10-08,3016,153082,29149200
2025-10-15,10,연의 편지,2025-10-01,2745,188724,24611100
2025-10-16,1,극장판 주술회전: 회옥·옥절,2025-10-16,32333,44059,315389280
2025-10-16,2,극장판 체인소 맨: 레제편,2025-09-24,28390,1969423,292559460
2025-10-16,3,보스,2025-10-03,22675,2139702,203409020
2025-10-16,4,어쩔수가없다,2025-09-24,15898,2698464,144243800
2025-10-16,5,원 배틀 애프터 어나더,2025-10-01,7966,400474,90148150
2025-10-16,6,웨폰,2025-10-15,7514,19823,71864640
2025-10-16,7,극장판 귀멸의 칼날: 무한성편,2025-08-22,5048,5425366,49221450
2025-10-16,8,중간계,2025-10-15,3036,9443,17530100
2025-10-16,9,연의 편지,2025-10-01,2277,191001,20099060
2025-10-16,10,트론: 아레스,2025-10-08,2113,155195,19840800
2025-10-17,1,극장판 체인소 맨: 레제편,2025-09-24,44906,2014329,485139100
2025-10-17,2,보스,2025-10-03,29483,2169185,273686230
2025-10-17,3,극장판 주술회전: 회옥·옥절,2025-10-16,19390,63449,199647660
2025-10-17,4,어쩔수가없다,2025-09-24,19201,2717665,184050250
2025-10-17,5,원 배틀 애프터 어나더,2025-10-01,10555,411029,125168570
2025-10-17,6,웨폰,2025-10-15,9677,29500,97901690
2025-10-17,7,극장판 귀멸의 칼날: 무한성편,2025-08-22,7320,5432686,74900660
2025-10-17,8,연의 편지,2025-10-01,4693,195694,42015760
2025-10-17,9,트론: 아레스,2025-10-08,3378,158573,32807370
2025-10-17,10,중간계,2025-10-15,2922,12365,17253000
2025-10-18,1,극장판 체인소 맨: 레제편,2025-09-24,117489,2131818,1256490720
2025-10-18,2,보스,2025-10-03,49307,2218492,483770760
2025-10-18,3,극장판 주술회전: 회옥·옥절,2025-10-16,39803,103252,408778610
2025-10-18,4,어쩔수가없다,2025-09-24,34685,2752350,351026270
2025-10-18,5,원 배틀 애프터 어나더,2025-10-01,21005,432034,245241710
2025-10-18,6,극장판 귀멸의 칼날: 무한성편,2025-08-22,18329,5451015,185407340
2025-10-18,7,웨폰,2025-10-15,14902,44402,155525330
2025-10-18,8,브레드이발소: 베이커리타운의 악당들,2025-09-27,8979,261591,69910600
2025-10-18,9,연의 편지,2025-10-01,5964,201658,57736190
2025-10-18,10,중간계,2025-10-15,5650,18015,36793800
2025-10-19,1,극장판 체인소 맨: 레제편,2025-09-24,83714,2215532,882979450
2025-10-19,2,보스,2025-10-03,39677,2258169,389188700
2025-10-19,3,극장판 주술회전: 회옥·옥절,2025-10-16,30491,133743,307944290
2025-10-19,4,어쩔수가없다,2025-09-24,25582,2777932,255191570
2025-10-19,5,극장판 귀멸의 칼날: 무한성편,2025-08-22,17563,5468578,176273670
2025-10-19,6,원 배틀 애프터 어나더,2025-10-01,15787,447821,182302900
2025-10-19,7,웨폰,2025-10-15,10026,54428,105029910
2025-10-19,8,브레드이발소: 베이커리타운의 악당들,2025-09-27,7548,269139,62427600
2025-10-19,9,이찬원 정규 2집 ‘찬란’ 청음회, ,5892,5892,23568000
2025-10-19,10,연의 편지,2025-10-01,5402,207060,51706660
2025-10-20,1,극장판 체인소 맨: 레제편,2025-09-24,25166,2240698,257324600
2025-10-20,2,보스,2025-10-03,14948,2273117,137742100
2025-10-20,3,어쩔수가없다,2025-09-24,10387,2788319,98882490
2025-10-20,4,원 인 어 밀리언,2025-10-20,6166,6166,154150000
2025-10-20,5,극장판 주술회전: 회옥·옥절,2025-10-16,5742,139485,57040970
2025-10-20,6,원 배틀 애프터 어나더,2025-10-01,5006,452827,51607750
2025-10-20,7,퍼스트 라이드,2025-10-29,4678,7218,42102000
2025-10-20,8,웨폰,2025-10-15,4071,58499,40383400
2025-10-20,9,극장판 귀멸의 칼날: 무한성편,2025-08-22,3921,5472499,39237500
2025-10-20,10,연의 편지,2025-10-01,1722,208782,15369440
2025-10-21,1,극장판 체인소 맨: 레제편,2025-09-24,25047,2265745,257842430
2025-10-21,2,보스,2025-10-03,15637,2288754,137729200
2025-10-21,3,어쩔수가없다,2025-09-24,10287,2798606,97480020
2025-10-21,4,극장판 주술회전: 회옥·옥절,2025-10-16,5073,144558,50536720
2025-10-21,5,극장판 귀멸의 칼날: 무한성편,2025-08-22,4935,5477434,49804120
2025-10-21,6,원 배틀 애프터 어나더,2025-10-01,4811,457638,49572640
2025-10-21,7,웨폰,2025-10-15,3842,62341,37114700
2025-10-21,8,연의 편지,2025-10-01,1986,210768,17678100
2025-10-21,9,중간계,2025-10-15,1493,24964,8562100
2025-10-21,10,만남의 집,2025-10-15,1341,10894,9670800
2025-10-22,1,극장판 체인소 맨: 레제편,2025-09-24,40737,2306482,338626560
2025-10-22,2,8번 출구,2025-10-22,31965,32711,256188210
2025-10-22,3,코렐라인,2009-05-21,16440,236751,124155100
2025-10-22,4,보스,2025-10-03,16431,2305185,131062400
2025-10-22,5,어쩔수가없다,2025-09-24,12982,2811588,106871840
2025-10-22,6,극장판 주술회전: 회옥·옥절,2025-10-16,10042,154600,77820700
2025-10-22,7,원 배틀 애프터 어나더,2025-10-01,6821,464459,58600210
2025-10-22,8,극장판 귀멸의 칼날: 무한성편,2025-08-22,6592,5484026,53348640
2025-10-22,9,세계의 주인,2025-10-22,4241,5936,31599250
2025-10-22,10,퍼스트 라이드,2025-10-29,2856,10505,25874000
2025-10-23,1,극장판 체인소 맨: 레제편,2025-09-24,24050,2330532,241330960
2025-10-23,2,8번 출구,2025-10-22,16219,48930,159861580
2025-10-23,3,보스,2025-10-03,14419,2319604,126892300
2025-10-23,4,어쩔수가없다,2025-09-24,9783,2821371,90234690
2025-10-23,5,코렐라인,2009-05-21,7459,244210,72261600
2025-10-23,6,원 배틀 애프터 어나더,2025-10-01,4453,468912,44460020
2025-10-23,7,극장판 귀멸의 칼날: 무한성편,2025-08-22,4340,5488366,42922440
2025-10-23,8,극장판 주술회전: 회옥·옥절,2025-10-16,4140,158740,40296000
2025-10-23,9,세계의 주인,2025-10-22,2912,8848,25751540
2025-10-23,10,에이티즈 에이 투 지 온 스크린,2025-10-23,1953,1953,19530000
2025-10-24,1,극장판 체인소 맨: 레제편,2025-09-24,40585,2371117,438226560
2025-10-24,2,8번 출구,2025-10-22,26285,75215,267570660
2025-10-24,3,보스,2025-10-03,16861,2336465,157524540
2025-10-24,4,어쩔수가없다,2025-09-24,12310,2833681,120635900
2025-10-24,5,코렐라인,2009-05-21,10167,254377,104236000
2025-10-24,6,극장판 주술회전: 회옥·옥절,2025-10-16,6314,165054,63281640
2025-10-24,7,극장판 귀멸의 칼날: 무한성편,2025-08-22,6273,5494639,64672760
2025-10-24,8,원 배틀 애프터 어나더,2025-10-01,5932,474844,65933420
2025-10-24,9,세계의 주인,2025-10-22,5459,14307,50533340
2025-10-24,10,후지모토 타츠키 17-26 파트 1,2025-10-24,2596,2596,28484300
2025-10-25,1,극장판 체인소 맨: 레제편,2025-09-24,108873,2479990,1177289660
2025-10-25,2,8번 출구,2025-10-22,57533,132748,589221670
2025-10-25,3,코렐라인,2009-05-21,24217,278594,245522500
2025-10-25,4,보스,2025-10-03,22632,2359097,222988900
2025-10-25,5,어쩔수가없다,2025-09-24,19102,2852783,191258600
2025-10-25,6,극장판 귀멸의 칼날: 무한성편,2025-08-22,18511,5513150,203946020
2025-10-25,7,극장판 주술회전: 회옥·옥절,2025-10-16,14661,179715,146406120
2025-10-25,8,원 배틀 애프터 어나더,2025-10-01,10487,485331,116560000
2025-10-25,9,세계의 주인,2025-10-22,8143,22450,80621700
2025-10-25,10,웨폰,2025-10-15,3962,73110,41323460
2025-10-26,1,극장판 체인소 맨: 레제편,2025-09-24,70211,2550201,753238870
2025-10-26,2,8번 출구,2025-10-22,53355,186103,542884630
2025-10-26,3,코렐라인,2009-05-21,23744,302338,241483800
2025-10-26,4,보스,2025-10-03,19345,2378442,190446860
2025-10-26,5,극장판 귀멸의 칼날: 무한성편,2025-08-22,17071,5530221,184720270
2025-10-26,6,어쩔수가없다,2025-09-24,16190,2868973,157223190
2025-10-26,7,극장판 주술회전: 회옥·옥절,2025-10-16,12767,192482,126841160
2025-10-26,8,원 배틀 애프터 어나더,2025-10-01,8517,493848,91406320
2025-10-26,9,세계의 주인,2025-10-22,8274,30724,82074150
2025-10-26,10,브레드이발소: 베이커리타운의 악당들,2025-09-27,3192,276229,30060200
2025-10-27,1,극장판 체인소 맨: 레제편,2025-09-24,21108,2571309,219162430
2025-10-27,2,8번 출구,2025-10-22,13532,199635,134281250
2025-10-27,3,보스,2025-10-03,8434,2386876,77397720
2025-10-27,4,어쩔수가없다,2025-09-24,7749,2876722,71851310
2025-10-27,5,코렐라인,2009-05-21,5718,308056,56780100
2025-10-27,6,퍼스트 라이드,2025-10-29,4108,16005,36972000
2025-10-27,7,세계의 주인,2025-10-22,3990,34714,37595360
2025-10-27,8,극장판 귀멸의 칼날: 무한성편,2025-08-22,3343,5533564,33119500
2025-10-27,9,원 배틀 애프터 어나더,2025-10-01,3154,497002,32523400
2025-10-27,10,극장판 주술회전: 회옥·옥절,2025-10-16,2627,195109,25801350
2025-10-28,1,극장판 체인소 맨: 레제편,2025-09-24,20366,2591675,215131520
2025-10-28,2,8번 출구,2025-10-22,12818,212453,126446920
2025-10-28,3,어쩔수가없다,2025-09-24,8555,2885277,77865760
2025-10-28,4,보스,2025-10-03,8020,2394896,70759300
2025-10-28,5,코렐라인,2009-05-21,5588,313644,54874600
2025-10-28,6,퍼스트 라이드,2025-10-29,5214,21219,52040000
2025-10-28,7,세계의 주인,2025-10-22,4944,39658,46645940
2025-10-28,8,원 배틀 애프터 어나더,2025-10-01,3544,500546,36704800
2025-10-28,9,극장판 귀멸의 칼날: 무한성편,2025-08-22,3410,5536974,33717100
2025-10-28,10,극장판 주술회전: 회옥·옥절,2025-10-16,2575,197684,25280970
2025-10-29,1,퍼스트 라이드,2025-10-29,82690,103909,633628240
2025-10-29,2,극장판 체인소 맨: 레제편,2025-09-24,37025,2628700,297225150
2025-10-29,3,8번 출구,2025-10-22,16968,229421,129864900
2025-10-29,4,코렐라인,2009-05-21,10984,324628,82426700
2025-10-29,5,어쩔수가없다,2025-09-24,7589,2892866,60252900
2025-10-29,6,보스,2025-10-03,6833,2401729,51150270
2025-10-29,7,베이비걸,2025-10-29,5865,6419,38626190
2025-10-29,8,극장판 귀멸의 칼날: 무한성편,2025-08-22,5833,5542807,47616000
2025-10-29,9,세계의 주인,2025-10-22,5129,44787,40234100
2025-10-29,10,지드래곤 인 시네마 [위버맨쉬],2025-10-29,4859,5059,130040000
2025-10-30,1,퍼스트 라이드,2025-10-29,34118,138027,310048940
2025-10-30,2,극장판 체인소 맨: 레제편,2025-09-24,17962,2646662,178564760
2025-10-30,3,8번 출구,2025-10-22,8861,238282,87169090
2025-10-30,4,보스,2025-10-03,6382,2408111,51443700
2025-10-30,5,어쩔수가없다,2025-09-24,5147,2898013,46091300
2025-10-30,6,코렐라인,2009-05-21,4661,329289,46256200
2025-10-30,7,말할 수 없는 비밀: 마지막 챕터,2025-10-30,3606,3845,20361800
2025-10-30,8,세계의 주인,2025-10-22,3114,47901,30729440
2025-10-30,9,극장판 귀멸의 칼날: 무한성편,2025-08-22,2636,5545443,25616400
2025-10-30,10,극장판 주술회전: 회옥·옥절,2025-10-16,2342,203606,22682950
2025-10-31,1,퍼스트 라이드,2025-10-29,48470,186497,456737480
2025-10-31,2,극장판 체인소 맨: 레제편,2025-09-24,28392,2675054,298580890
2025-10-31,3,8번 출구,2025-10-22,15494,253776,158951570
2025-10-31,4,코렐라인,2009-05-21,8013,337302,87658100
2025-10-31,5,신세기 에반게리온 극장판 사도신생,2025-10-31,7066,7066,76226700
2025-10-31,6,어쩔수가없다,2025-09-24,7062,2905075,65343050
2025-10-31,7,케이팝 데몬 헌터스,2025-10-31,7013,7013,82401300
2025-10-31,8,보스,2025-10-03,4495,2412606,40382000
2025-10-31,9,극장판 귀멸의 칼날: 무한성편,2025-08-22,4306,5549749,43912570
2025-10-31,10,세계의 주인,2025-10-22,4020,51921,42808200
2025-11-01,1,퍼스트 라이드,2025-10-29,96313,282810,936309230
2025-11-01,2,극장판 체인소 맨: 레제편,2025-09-24,69058,2744112,728896500
2025-11-01,3,8번 출구,2025-10-22,37319,291095,377109140
2025-11-01,4,케이팝 데몬 헌터스,2025-10-31,17578,24591,201263900
2025-11-01,5,코렐라인,2009-05-21,16020,353322,163411100
2025-11-01,6,극장판 귀멸의 칼날: 무한성편,2025-08-22,12536,5562285,138077050
2025-11-01,7,어쩔수가없다,2025-09-24,7549,2912624,74310310
2025-11-01,8,세계의 주인,2025-10-22,7102,59023,72902600
2025-11-01,9,극장판 주술회전: 회옥·옥절,2025-10-16,5811,212023,56422370
2025-11-01,10,원 배틀 애프터 어나더,2025-10-01,4727,514639,47356760
2025-11-02,1,퍼스트 라이드,2025-10-29,85993,368803,838264300
2025-11-02,2,극장판 체인소 맨: 레제편,2025-09-24,50009,2794121,520588830
2025-11-02,3,8번 출구,2025-10-22,31903,322998,322913450
2025-11-02,4,코렐라인,2009-05-21,15188,368510,153603100
2025-11-02,5,케이팝 데몬 헌터스,2025-10-31,14584,39175,174947700
2025-11-02,6,극장판 귀멸의 칼날: 무한성편,2025-08-22,11991,5574276,126075270
2025-11-02,7,어쩔수가없다,2025-09-24,7272,2919896,70681670
2025-11-02,8,세계의 주인,2025-10-22,6604,65627,67228050
2025-11-02,9,극장판 주술회전: 회옥·옥절,2025-10-16,5876,217899,58683630
2025-11-02,10,보스,2025-10-03,3896,2420642,38183460
2025-11-03,1,퍼스트 라이드,2025-10-29,25178,393981,230382360
2025-11-03,2,극장판 체인소 맨: 레제편,2025-09-24,16125,2810246,160946980
2025-11-03,3,8번 출구,2025-10-22,7662,330660,75332400
2025-11-03,4,코렐라인,2009-05-21,3699,372209,36373000
2025-11-03,5,세계의 주인,2025-10-22,3454,69081,33111460
2025-11-03,6,어쩔수가없다,2025-09-24,2866,2922762,26929720
2025-11-03,7,극장판 귀멸의 칼날: 무한성편,2025-08-22,2470,5576746,24136000
2025-11-03,8,보스,2025-10-03,2158,2422800,19420000
2025-11-03,9,원 배틀 애프터 어나더,2025-10-01,1478,519711,14138500
2025-11-03,10,하얀 차를 탄 여자,2025-10-29,1329,15816,12384200
2025-11-04,1,퍼스트 라이드,2025-10-29,23992,417973,215344100
2025-11-04,2,극장판 체인소 맨: 레제편,2025-09-24,14654,2824900,145836700
2025-11-04,3,8번 출구,2025-10-22,7718,338378,73732100
2025-11-04,4,세계의 주인,2025-10-22,3507,72588,33095100
2025-11-04,5,코렐라인,2009-05-21,3485,375694,34029000
2025-11-04,6,어쩔수가없다,2025-09-24,2639,2925401,25282360
2025-11-04,7,극장판 귀멸의 칼날: 무한성편,2025-08-22,2438,5579184,24007300
2025-11-04,8,보스,2025-10-03,2003,2424803,17947700
2025-11-04,9,하얀 차를 탄 여자,2025-10-29,1747,17563,17127900
2025-11-04,10,원 배틀 애프터 어나더,2025-10-01,1551,521262,15017500
2025-11-05,1,프레데터: 죽음의 땅,2025-11-05,34746,36427,342976290
2025-11-05,2,극장판 체인소 맨: 레제편,2025-09-24,24605,2849505,254710540
2025-11-05,3,퍼스트 라이드,2025-10-29,22418,440391,207468280
2025-11-05,4,부고니아,2025-11-05,9092,11191,85688870
2025-11-05,5,8번 출구,2025-10-22,7033,345411,66406100
2025-11-05,6,구원자,2025-11-05,5939,7051,51397100
2025-11-05,7,난징사진관,2025-11-05,4585,5765,41456800
2025-11-05,8,반지의 제왕 : 반지원정대,2001-12-31,3845,39470,56491460
2025-11-05,9,엄마를 버리러 갑니다,2025-11-05,3401,4134,29553800
2025-11-05,10,위키드,2024-11-20,3121,2249769,28532900
2025-11-06,1,프레데터: 죽음의 땅,2025-11-05,24592,61019,246301070
2025-11-06,2,퍼스트 라이드,2025-10-29,17487,457878,158633430
2025-11-06,3,극장판 체인소 맨: 레제편,2025-09-24,14755,2864260,150868610
2025-11-06,4,8번 출구,2025-10-22,5908,351319,56502600
2025-11-06,5,부고니아,2025-11-05,5895,17086,56319600
2025-11-06,6,구원자,2025-11-05,3755,10806,32889800
2025-11-06,7,난징사진관,2025-11-05,3023,8788,27471300
2025-11-06,8,위키드,2024-11-20,2356,2252125,21343900
2025-11-06,9,엄마를 버리러 갑니다,2025-11-05,2282,6416,19356800
2025-11-06,10,세계의 주인,2025-10-22,2215,77288,20996660
2025-11-07,1,프레데터: 죽음의 땅,2025-11-05,34221,95240,358590340
2025-11-07,2,퍼스트 라이드,2025-10-29,25884,483762,238580850
2025-11-07,3,극장판 체인소 맨: 레제편,2025-09-24,20812,2885072,220769540
2025-11-07,4,8번 출구,2025-10-22,8576,359895,86167700
