날짜,순위,영화명,개봉일,일일관객수,누적관객수,일일매출액
2025-01-01,1,하얼빈,2024-12-24,340484,3095720,3290065760
2025-01-01,2,보고타: 마지막 기회의 땅,2024-12-31,93154,194095,880276910
2025-01-01,3,소방관,2024-12-04,80830,3398126,769063260
2025-01-01,4,수퍼 소닉3,2025-01-01,75916,97373,705207940
2025-01-01,5,뽀로로 극장판 바닷속 대모험,2025-01-01,58882,92837,512345060
2025-01-01,6,무파사: 라이온 킹,2024-12-18,41753,698398,394659080
2025-01-01,7,모아나 2,2024-11-27,35255,3408070,337172520
2025-01-01,8,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,28292,596017,266817380
2025-01-01,9,위키드,2024-11-20,20527,2079690,206796180
2025-01-01,10,시빌 워: 분열의 시대,2024-12-31,17822,40589,192154650
2025-01-02,1,하얼빈,2024-12-24,92862,3188582,850528040
2025-01-02,2,보고타: 마지막 기회의 땅,2024-12-31,25303,219398,222931920
2025-01-02,3,소방관,2024-12-04,24580,3422706,224353000
2025-01-02,4,뽀로로 극장판 바닷속 대모험,2025-01-01,17857,110694,146678420
2025-01-02,5,수퍼 소닉3,2025-01-01,11618,108991,104062890
2025-01-02,6,무파사: 라이온 킹,2024-12-18,8664,707062,75023640
2025-01-02,7,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,8463,604480,78629440
2025-01-02,8,시빌 워: 분열의 시대,2024-12-31,8095,48684,82693800
2025-01-02,9,모아나 2,2024-11-27,7061,3415131,64737260
2025-01-02,10,위키드,2024-11-20,6632,2086322,64480080
2025-01-03,1,하얼빈,2024-12-24,91398,3279980,869700750
2025-01-03,2,소방관,2024-12-04,26722,3449428,256082380
2025-01-03,3,보고타: 마지막 기회의 땅,2024-12-31,21203,240601,198105460
2025-01-03,4,뽀로로 극장판 바닷속 대모험,2025-01-01,17142,127836,145127220
2025-01-03,5,수퍼 소닉3,2025-01-01,11144,120135,104172900
2025-01-03,6,무파사: 라이온 킹,2024-12-18,8896,715958,80004860
2025-01-03,7,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,8568,613048,81609720
2025-01-03,8,시빌 워: 분열의 시대,2024-12-31,8242,56926,86698500
2025-01-03,9,모아나 2,2024-11-27,7494,3422625,70988920
2025-01-03,10,위키드,2024-11-20,7486,2093808,74829940
2025-01-04,1,하얼빈,2024-12-24,218542,3498522,2140702910
2025-01-04,2,소방관,2024-12-04,55117,3504545,529248680
2025-01-04,3,보고타: 마지막 기회의 땅,2024-12-31,45091,285692,431379240
2025-01-04,4,수퍼 소닉3,2025-01-01,42122,162257,386163580
2025-01-04,5,뽀로로 극장판 바닷속 대모험,2025-01-01,34876,162712,299126140
2025-01-04,6,무파사: 라이온 킹,2024-12-18,21325,737283,201034480
2025-01-04,7,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,18193,631241,172179500
2025-01-04,8,모아나 2,2024-11-27,16392,3439017,158530460
2025-01-04,9,위키드,2024-11-20,14771,2108579,150394230
2025-01-04,10,시빌 워: 분열의 시대,2024-12-31,13723,70649,144598400
2025-01-05,1,하얼빈,2024-12-24,174400,3672922,1698746070
2025-01-05,2,소방관,2024-12-04,47406,3551951,460626940
2025-01-05,3,보고타: 마지막 기회의 땅,2024-12-31,36860,322552,356269140
2025-01-05,4,수퍼 소닉3,2025-01-01,36677,198934,335096180
2025-01-05,5,뽀로로 극장판 바닷속 대모험,2025-01-01,31687,194399,270555320
2025-01-05,6,무파사: 라이온 킹,2024-12-18,19696,756979,185978880
2025-01-05,7,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,16340,647581,155174100
2025-01-05,8,모아나 2,2024-11-27,14830,3453847,144271780
2025-01-05,9,위키드,2024-11-20,10447,2119026,106200350
2025-01-05,10,시빌 워: 분열의 시대,2024-12-31,9724,80373,103897720
2025-01-06,1,하얼빈,2024-12-24,56908,3729830,532981000
2025-01-06,2,소방관,2024-12-04,17418,3569369,161466400
2025-01-06,3,보고타: 마지막 기회의 땅,2024-12-31,14063,336615,124658000
2025-01-06,4,뽀로로 극장판 바닷속 대모험,2025-01-01,7298,201697,60398520
2025-01-06,5,수퍼 소닉3,2025-01-01,6056,204990,54945720
2025-01-06,6,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,5507,653088,51324620
2025-01-06,7,무파사: 라이온 킹,2024-12-18,5375,762354,47242120
2025-01-06,8,위키드,2024-11-20,4946,2123972,46735630
2025-01-06,9,모아나 2,2024-11-27,4614,3458461,42458640
2025-01-06,10,시빌 워: 분열의 시대,2024-12-31,4433,84806,43523100
2025-01-07,1,하얼빈,2024-12-24,49163,3778993,455178880
2025-01-07,2,소방관,2024-12-04,16456,3585825,153547120
2025-01-07,3,보고타: 마지막 기회의 땅,2024-12-31,11178,347793,99405800
2025-01-07,4,뽀로로 극장판 바닷속 대모험,2025-01-01,7245,208942,56752520
2025-01-07,5,수퍼 소닉3,2025-01-01,7062,212052,61920140
2025-01-07,6,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,5885,658973,54117960
2025-01-07,7,무파사: 라이온 킹,2024-12-18,4761,767115,41713280
2025-01-07,8,모아나 2,2024-11-27,4726,3463187,43483800
2025-01-07,9,위키드,2024-11-20,4386,2128358,42934800
2025-01-07,10,시빌 워: 분열의 시대,2024-12-31,3576,88382,37640800
2025-01-08,1,하얼빈,2024-12-24,48571,3827564,450021500
2025-01-08,2,동화지만 청불입니다,2025-01-08,20410,21851,178183680
2025-01-08,3,소방관,2024-12-04,14277,3600102,132918500
2025-01-08,4,페라리,2025-01-08,10489,11097,94027400
2025-01-08,5,보고타: 마지막 기회의 땅,2024-12-31,8410,356203,72624900
2025-01-08,6,뽀로로 극장판 바닷속 대모험,2025-01-01,6424,215366,50676300
2025-01-08,7,데드데드 데몬즈 디디디디 디스트럭션: 파트1,2025-01-08,5620,7025,43130100
2025-01-08,8,수퍼 소닉3,2025-01-01,5390,217442,46123840
2025-01-08,9,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,4955,663928,45166800
2025-01-08,10,러브레터,1999-11-20,4598,192218,39798440
2025-01-09,1,하얼빈,2024-12-24,44838,3872402,417467020
2025-01-09,2,동화지만 청불입니다,2025-01-08,14350,36201,128839600
2025-01-09,3,소방관,2024-12-04,14054,3614156,131254600
2025-01-09,4,뽀로로 극장판 바닷속 대모험,2025-01-01,6501,221867,50356500
2025-01-09,5,보고타: 마지막 기회의 땅,2024-12-31,6104,362307,53290920
2025-01-09,6,수퍼 소닉3,2025-01-01,5257,222699,45258080
2025-01-09,7,페라리,2025-01-08,5183,16280,47004900
2025-01-09,8,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,4645,668573,41649800
2025-01-09,9,무파사: 라이온 킹,2024-12-18,4330,775466,38701180
2025-01-09,10,위키드,2024-11-20,4082,2136433,45006940
2025-01-10,1,하얼빈,2024-12-24,54928,3927330,528475680
2025-01-10,2,소방관,2024-12-04,17448,3631604,168938860
2025-01-10,3,동화지만 청불입니다,2025-01-08,15535,51736,144265400
2025-01-10,4,뽀로로 극장판 바닷속 대모험,2025-01-01,7065,228932,55065900
2025-01-10,5,보고타: 마지막 기회의 땅,2024-12-31,7035,369342,63674600
2025-01-10,6,수퍼 소닉3,2025-01-01,6086,228785,54623360
2025-01-10,7,위키드,2024-11-20,5492,2141925,62833960
2025-01-10,8,무파사: 라이온 킹,2024-12-18,5392,780858,47897920
2025-01-10,9,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,5114,673687,48580120
2025-01-10,10,페라리,2025-01-08,4553,20833,44067500
2025-01-11,1,하얼빈,2024-12-24,134688,4062018,1328543400
2025-01-11,2,소방관,2024-12-04,37603,3669207,361251200
2025-01-11,3,동화지만 청불입니다,2025-01-08,27675,79411,263205920
2025-01-11,4,뽀로로 극장판 바닷속 대모험,2025-01-01,24741,253673,218732300
2025-01-11,5,수퍼 소닉3,2025-01-01,24351,253136,223718220
2025-01-11,6,보고타: 마지막 기회의 땅,2024-12-31,14127,383469,136820140
2025-01-11,7,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,13574,687261,128833900
2025-01-11,8,무파사: 라이온 킹,2024-12-18,13006,793864,124186520
2025-01-11,9,위키드,2024-11-20,11494,2153419,131325530
2025-01-11,10,모아나 2,2024-11-27,9777,3485095,94069760
2025-01-12,1,하얼빈,2024-12-24,118374,4180392,1165698080
2025-01-12,2,소방관,2024-12-04,33764,3702971,326411300
2025-01-12,3,뽀로로 극장판 바닷속 대모험,2025-01-01,24340,278013,217551720
2025-01-12,4,수퍼 소닉3,2025-01-01,23722,276858,217733480
2025-01-12,5,동화지만 청불입니다,2025-01-08,22356,101767,210813480
2025-01-12,6,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,13779,701040,129988000
2025-01-12,7,무파사: 라이온 킹,2024-12-18,12969,806833,123180600
2025-01-12,8,보고타: 마지막 기회의 땅,2024-12-31,12818,396287,124944620
2025-01-12,9,모아나 2,2024-11-27,10191,3495286,98356920
2025-01-12,10,위키드,2024-11-20,9930,2163349,111445030
2025-01-13,1,하얼빈,2024-12-24,37257,4217649,361876120
2025-01-13,2,소방관,2024-12-04,11710,3714681,110048100
2025-01-13,3,동화지만 청불입니다,2025-01-08,7037,108804,64872200
2025-01-13,4,보고타: 마지막 기회의 땅,2024-12-31,5401,401688,46524400
2025-01-13,5,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,3899,704939,36226700
2025-01-13,6,수퍼 소닉3,2025-01-01,3672,280530,32720920
2025-01-13,7,위키드,2024-11-20,3414,2166763,32888220
2025-01-13,8,서브스턴스,2024-12-11,3245,208398,30989900
2025-01-13,9,뽀로로 극장판 바닷속 대모험,2025-01-01,3190,281203,25772400
2025-01-13,10,모아나 2,2024-11-27,2768,3498054,24220680
2025-01-14,1,하얼빈,2024-12-24,32625,4250274,312019580
2025-01-14,2,소방관,2024-12-04,10911,3725592,101013700
2025-01-14,3,동화지만 청불입니다,2025-01-08,8478,117282,75822100
2025-01-14,4,뽀로로 극장판 바닷속 대모험,2025-01-01,5060,286263,37032900
2025-01-14,5,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,4029,708968,37328900
2025-01-14,6,보고타: 마지막 기회의 땅,2024-12-31,3884,405572,33876020
2025-01-14,7,수퍼 소닉3,2025-01-01,3882,284412,34242740
2025-01-14,8,위키드,2024-11-20,3204,2169967,30618760
2025-01-14,9,서브스턴스,2024-12-11,3195,211593,30509500
2025-01-14,10,모아나 2,2024-11-27,3065,3501119,27590520
2025-01-15,1,하얼빈,2024-12-24,31895,4282169,294365980
2025-01-15,2,소방관,2024-12-04,10761,3736353,100532600
2025-01-15,3,동화지만 청불입니다,2025-01-08,6328,123610,57475700
2025-01-15,4,서브스턴스,2024-12-11,6122,217715,56274420
2025-01-15,5,폭락,2025-01-15,4675,5449,40515700
2025-01-15,6,뽀로로 극장판 바닷속 대모험,2025-01-01,4247,290510,31194300
2025-01-15,7,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,4217,713185,37169600
2025-01-15,8,노스페라투,2025-01-15,3822,4948,37638400
2025-01-15,9,해리 포터와 죽음의 성물2,2011-07-13,3651,4425149,39842000
2025-01-15,10,수퍼 소닉3,2025-01-01,3586,287998,30397880
2025-01-16,1,하얼빈,2024-12-24,31286,4313455,290317040
2025-01-16,2,소방관,2024-12-04,10056,3746409,94051800
2025-01-16,3,동화지만 청불입니다,2025-01-08,6341,129951,56734600
2025-01-16,4,서브스턴스,2024-12-11,5524,223239,51799600
2025-01-16,5,뽀로로 극장판 바닷속 대모험,2025-01-01,4422,294932,31105300
2025-01-16,6,수퍼 소닉3,2025-01-01,3824,291822,31709080
2025-01-16,7,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,3659,716844,33446700
2025-01-16,8,위키드,2024-11-20,3130,2176365,29499530
2025-01-16,9,폭락,2025-01-15,3108,8557,26540300
2025-01-16,10,모아나 2,2024-11-27,2575,3506095,22782560
2025-01-17,1,하얼빈,2024-12-24,36634,4350089,351781760
2025-01-17,2,소방관,2024-12-04,12505,3758914,118051800
2025-01-17,3,서브스턴스,2024-12-11,7381,230620,71139800
2025-01-17,4,동화지만 청불입니다,2025-01-08,5934,135885,56425700
2025-01-17,5,뽀로로 극장판 바닷속 대모험,2025-01-01,4489,299421,33107400
2025-01-17,6,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,4325,721169,40163500
2025-01-17,7,위키드,2024-11-20,3697,2180062,36803300
2025-01-17,8,수퍼 소닉3,2025-01-01,3491,295313,31358960
2025-01-17,9,폭락,2025-01-15,3245,11802,29470900
2025-01-17,10,모아나 2,2024-11-27,3025,3509120,27210400
2025-01-18,1,하얼빈,2024-12-24,79205,4429294,771331860
2025-01-18,2,소방관,2024-12-04,24839,3783753,241868900
2025-01-18,3,수퍼 소닉3,2025-01-01,13588,308901,122827100
2025-01-18,4,뽀로로 극장판 바닷속 대모험,2025-01-01,13582,313003,121541700
2025-01-18,5,서브스턴스,2024-12-11,13070,243690,128581060
2025-01-18,6,동화지만 청불입니다,2025-01-08,12074,147959,120063020
2025-01-18,7,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,10730,731899,101370900
2025-01-18,8,위키드,2024-11-20,8045,2188107,80898380
2025-01-18,9,무파사: 라이온 킹,2024-12-18,7494,826544,71677920
2025-01-18,10,모아나 2,2024-11-27,6598,3515718,64234560
2025-01-19,1,하얼빈,2024-12-24,66404,4495698,647044080
2025-01-19,2,소방관,2024-12-04,22383,3806136,217849300
2025-01-19,3,뽀로로 극장판 바닷속 대모험,2025-01-01,13589,326592,121197320
2025-01-19,4,수퍼 소닉3,2025-01-01,13199,322100,119845220
2025-01-19,5,서브스턴스,2024-12-11,10851,254541,107412860
2025-01-19,6,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,10667,742566,101472040
2025-01-19,7,동화지만 청불입니다,2025-01-08,9657,157616,95999320
2025-01-19,8,무파사: 라이온 킹,2024-12-18,7288,833832,69164960
2025-01-19,9,위키드,2024-11-20,7058,2195165,70380670
2025-01-19,10,모아나 2,2024-11-27,6799,3522517,66257740
2025-01-20,1,하얼빈,2024-12-24,21819,4517517,205584030
2025-01-20,2,검은 수녀들,2025-01-24,8738,8738,80910000
2025-01-20,3,소방관,2024-12-04,7697,3813833,72287100
2025-01-20,4,서브스턴스,2024-12-11,5673,260214,53424900
2025-01-20,5,동화지만 청불입니다,2025-01-08,4150,161766,38012900
2025-01-20,6,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,2929,745495,27299700
2025-01-20,7,위키드,2024-11-20,2471,2197636,23401460
2025-01-20,8,수퍼 소닉3,2025-01-01,2325,324425,19700800
2025-01-20,9,뽀로로 극장판 바닷속 대모험,2025-01-01,1842,328434,14548100
2025-01-20,10,모아나 2,2024-11-27,1710,3524227,16057360
2025-01-21,1,하얼빈,2024-12-24,21270,4538787,198587700
2025-01-21,2,소방관,2024-12-04,7464,3821297,69961600
2025-01-21,3,서브스턴스,2024-12-11,5587,265801,52978900
2025-01-21,4,검은 수녀들,2025-01-24,3168,11906,28512000
2025-01-21,5,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,3018,748513,27823000
2025-01-21,6,위키드,2024-11-20,2728,2200364,26811660
2025-01-21,7,뽀로로 극장판 바닷속 대모험,2025-01-01,2650,331084,19426600
2025-01-21,8,수퍼 소닉3,2025-01-01,2430,326855,21118320
2025-01-21,9,동화지만 청불입니다,2025-01-08,2398,164164,22974420
2025-01-21,10,모아나 2,2024-11-27,2156,3526383,18608680
2025-01-22,1,히트맨2,2025-01-22,100621,103989,916194740
2025-01-22,2,하얼빈,2024-12-24,15691,4554478,147000600
2025-01-22,3,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,12329,12970,105625380
2025-01-22,4,서브스턴스,2024-12-11,5657,271458,53743280
2025-01-22,5,소방관,2024-12-04,4591,3825888,43366800
2025-01-22,6,뽀로로 극장판 바닷속 대모험,2025-01-01,2474,333558,17515000
2025-01-22,7,고스트캣 앙주,2025-01-22,2285,4161,18164100
2025-01-22,8,위키드,2024-11-20,2160,2202524,20779340
2025-01-22,9,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,1843,750356,17037300
2025-01-22,10,꼬마 판다 팡의 아프리카 대모험,2025-01-22,1729,3143,12133400
2025-01-23,1,히트맨2,2025-01-22,75696,179685,692207940
2025-01-23,2,하얼빈,2024-12-24,14910,4569388,139350180
2025-01-23,3,서브스턴스,2024-12-11,5782,277240,54623400
2025-01-23,4,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,5631,18601,47757200
2025-01-23,5,검은 수녀들,2025-01-24,5581,17657,49949000
2025-01-23,6,소방관,2024-12-04,4338,3830226,40857020
2025-01-23,7,위키드,2024-11-20,2275,2204799,22124360
2025-01-23,8,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,1882,752238,16766300
2025-01-23,9,해리 포터와 죽음의 성물2,2011-07-13,1829,4443440,20000400
2025-01-23,10,더 폴: 디렉터스 컷,2024-12-25,1593,74081,15631900
2025-01-24,1,검은 수녀들,2025-01-24,163727,181384,1558782820
2025-01-24,2,히트맨2,2025-01-22,69250,248935,657240060
2025-01-24,3,아이유 콘서트 : 더 위닝,2025-01-24,12500,12500,346528000
2025-01-24,4,하얼빈,2024-12-24,10531,4579919,100524900
2025-01-24,5,귀신경찰,2025-01-24,6049,8673,51374060
2025-01-24,6,서브스턴스,2024-12-11,5518,282758,53994100
2025-01-24,7,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,4807,23408,42117200
2025-01-24,8,대가족,2024-12-11,2354,324530,19128700
2025-01-24,9,소방관,2024-12-04,1952,3832178,18693200
2025-01-24,10,더 폴: 디렉터스 컷,2024-12-25,1520,75601,15437200
2025-01-25,1,검은 수녀들,2025-01-24,217527,398911,2129414800
2025-01-25,2,히트맨2,2025-01-22,157064,405999,1496126040
2025-01-25,3,하얼빈,2024-12-24,27436,4607355,272208200
2025-01-25,4,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,21460,44868,191645800
2025-01-25,5,서브스턴스,2024-12-11,9754,292512,97886420
2025-01-25,6,아이유 콘서트 : 더 위닝,2025-01-24,8182,20682,225461000
2025-01-25,7,귀신경찰,2025-01-24,6795,15468,59203500
2025-01-25,8,뽀로로 극장판 바닷속 대모험,2025-01-01,6299,342389,57287920
2025-01-25,9,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,4245,757955,39790600
2025-01-25,10,소방관,2024-12-04,4011,3836189,38430720
2025-01-26,1,검은 수녀들,2025-01-24,207234,606145,2019647840
2025-01-26,2,히트맨2,2025-01-22,198876,604875,1894912340
2025-01-26,3,하얼빈,2024-12-24,34860,4642215,338233020
2025-01-26,4,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,19717,64585,175836580
2025-01-26,5,서브스턴스,2024-12-11,10358,302870,102525100
2025-01-26,6,아이유 콘서트 : 더 위닝,2025-01-24,7379,28061,206078000
2025-01-26,7,뽀로로 극장판 바닷속 대모험,2025-01-01,7208,349597,66294320
2025-01-26,8,귀신경찰,2025-01-24,6481,21949,57883420
2025-01-26,9,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,4940,762895,47134140
2025-01-26,10,수퍼 소닉3,2025-01-01,4515,339618,42436840
2025-01-27,1,히트맨2,2025-01-22,189778,794653,1808351980
2025-01-27,2,검은 수녀들,2025-01-24,162437,768582,1575451100
2025-01-27,3,말할 수 없는 비밀,2025-01-27,50389,52674,471462340
2025-01-27,4,하얼빈,2024-12-24,27105,4669320,259256100
2025-01-27,5,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,16355,80940,145190180
2025-01-27,6,서브스턴스,2024-12-11,9603,312473,96390900
2025-01-27,7,바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,2025-01-27,7030,7190,65741900
2025-01-27,8,뽀로로 극장판 바닷속 대모험,2025-01-01,6984,356581,63813680
2025-01-27,9,귀신경찰,2025-01-24,4006,25955,36255100
2025-01-27,10,꼬마 판다 팡의 아프리카 대모험,2025-01-22,3596,16484,32488500
2025-01-28,1,히트맨2,2025-01-22,199686,994339,1923121560
2025-01-28,2,검은 수녀들,2025-01-24,130861,899443,1307314200
2025-01-28,3,말할 수 없는 비밀,2025-01-27,41682,94356,412077140
2025-01-28,4,하얼빈,2024-12-24,34774,4704094,339019600
2025-01-28,5,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,10705,91645,96259280
2025-01-28,6,서브스턴스,2024-12-11,8613,321086,86657800
2025-01-28,7,뽀로로 극장판 바닷속 대모험,2025-01-01,5318,361899,48597000
2025-01-28,8,귀신경찰,2025-01-24,4327,30282,39943800
2025-01-28,9,바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,2025-01-27,3955,11145,37759500
2025-01-28,10,위키드,2024-11-20,3402,2218291,35568170
2025-01-29,1,히트맨2,2025-01-22,272151,1266490,2631819440
2025-01-29,2,검은 수녀들,2025-01-24,143097,1042540,1418478500
2025-01-29,3,하얼빈,2024-12-24,52872,4756966,518248720
2025-01-29,4,말할 수 없는 비밀,2025-01-27,40645,135001,402848000
2025-01-29,5,서브스턴스,2024-12-11,9292,330378,93759700
2025-01-29,6,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,8840,100485,80889800
2025-01-29,7,귀신경찰,2025-01-24,5439,35721,51373900
2025-01-29,8,아이유 콘서트 : 더 위닝,2025-01-24,5359,39411,143708000
2025-01-29,9,뽀로로 극장판 바닷속 대모험,2025-01-01,4075,365974,37975600
2025-01-29,10,위키드,2024-11-20,3525,2221816,36093830
2025-01-30,1,히트맨2,2025-01-22,251495,1517985,2388273200
2025-01-30,2,검은 수녀들,2025-01-24,143948,1186488,1412324480
2025-01-30,3,말할 수 없는 비밀,2025-01-27,56798,191799,551935980
2025-01-30,4,하얼빈,2024-12-24,44918,4801884,429671420
2025-01-30,5,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,15680,116165,140290100
2025-01-30,6,서브스턴스,2024-12-11,11492,341870,114139000
2025-01-30,7,뽀로로 극장판 바닷속 대모험,2025-01-01,8147,374121,74796120
2025-01-30,8,귀신경찰,2025-01-24,6646,42367,59472500
2025-01-30,9,바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,2025-01-27,5677,20151,53493100
2025-01-30,10,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,4769,776977,44640200
2025-01-31,1,히트맨2,2025-01-22,136443,1654428,1138265440
2025-01-31,2,검은 수녀들,2025-01-24,81309,1267797,687669780
2025-01-31,3,말할 수 없는 비밀,2025-01-27,43494,235293,357329460
2025-01-31,4,하얼빈,2024-12-24,21915,4823799,186564800
2025-01-31,5,서브스턴스,2024-12-11,11442,353312,93969900
2025-01-31,6,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,6450,122615,55624520
2025-01-31,7,아이유 콘서트 : 더 위닝,2025-01-24,2631,46405,70987500
2025-01-31,8,뽀로로 극장판 바닷속 대모험,2025-01-01,2473,376594,21234900
2025-01-31,9,더 폴: 디렉터스 컷,2024-12-25,2289,92389,18828800
2025-01-31,10,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,2109,779086,18465300
2025-02-01,1,히트맨2,2025-01-22,177129,1831557,1663433100
2025-02-01,2,검은 수녀들,2025-01-24,96041,1363838,934854220
2025-02-01,3,말할 수 없는 비밀,2025-01-27,63000,298293,612619860
2025-02-01,4,하얼빈,2024-12-24,23292,4847091,221246880
2025-02-01,5,서브스턴스,2024-12-11,15031,368343,148098060
2025-02-01,6,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,12342,134957,108039420
2025-02-01,7,뽀로로 극장판 바닷속 대모험,2025-01-01,5903,382497,53373900
2025-02-01,8,바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,2025-01-27,4570,26386,42966600
2025-02-01,9,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,3801,782887,35361920
2025-02-01,10,아이유 콘서트 : 더 위닝,2025-01-24,3156,49561,85348500
2025-02-02,1,히트맨2,2025-01-22,137171,1968728,1297934140
2025-02-02,2,검은 수녀들,2025-01-24,66545,1430383,652674860
2025-02-02,3,말할 수 없는 비밀,2025-01-27,54367,352660,534483240
2025-02-02,4,하얼빈,2024-12-24,16025,4863116,152422000
2025-02-02,5,서브스턴스,2024-12-11,11540,379883,114115500
2025-02-02,6,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,11412,146369,100513360
2025-02-02,7,뽀로로 극장판 바닷속 대모험,2025-01-01,5903,388400,52742420
2025-02-02,8,아이유 콘서트 : 더 위닝,2025-01-24,5372,54933,153613500
2025-02-02,9,바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,2025-01-27,4245,30631,39591800
2025-02-02,10,극장판 짱구는 못말려: 우리들의 공룡일기,2024-12-18,3883,786770,36600000
2025-02-03,1,히트맨2,2025-01-22,42293,2011021,392238820
2025-02-03,2,검은 수녀들,2025-01-24,27623,1458006,254610780
2025-02-03,3,말할 수 없는 비밀,2025-01-27,20026,372686,183992260
2025-02-03,4,서브스턴스,2024-12-11,6296,386179,60530900
2025-02-03,5,하얼빈,2024-12-24,5453,4868569,50734600
2025-02-03,6,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,1553,147922,13329100
2025-02-03,7,더 폴: 디렉터스 컷,2024-12-25,1276,99268,12341800
2025-02-03,8,아이유 콘서트 : 더 위닝,2025-01-24,1270,56203,34035000
2025-02-03,9,위키드,2024-11-20,858,2233786,8067600
2025-02-03,10,죽은 시인의 사회,1990-05-19,854,74095,8189800
2025-02-04,1,히트맨2,2025-01-22,38667,2049688,358763700
2025-02-04,2,검은 수녀들,2025-01-24,24747,1482753,227848180
2025-02-04,3,말할 수 없는 비밀,2025-01-27,21192,393878,190460760
2025-02-04,4,서브스턴스,2024-12-11,5586,391765,54159300
2025-02-04,5,하얼빈,2024-12-24,5096,4873665,46970100
2025-02-04,6,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,1953,149875,16285000
2025-02-04,7,아이유 콘서트 : 더 위닝,2025-01-24,1415,57618,37769000
2025-02-04,8,뽀로로 극장판 바닷속 대모험,2025-01-01,1199,390371,8766400
2025-02-04,9,더 폴: 디렉터스 컷,2024-12-25,1172,100440,11376100
2025-02-04,10,꼬마 판다 팡의 아프리카 대모험,2025-01-22,1112,29036,6730700
2025-02-05,1,브로큰,2025-02-05,42561,44115,376594860
2025-02-05,2,히트맨2,2025-01-22,33533,2083221,305762480
2025-02-05,3,말할 수 없는 비밀,2025-01-27,22311,416189,201095860
2025-02-05,4,검은 수녀들,2025-01-24,18675,1501428,173157300
2025-02-05,5,서브스턴스,2024-12-11,4990,396755,47886200
2025-02-05,6,하얼빈,2024-12-24,3392,4877057,30906640
2025-02-05,7,극장판 쿠로코의 농구 라스트 게임,2017-04-27,2654,66631,25297800
2025-02-05,8,데드데드 데몬즈 디디디디 디스트럭션: 파트2,2025-02-05,2124,3045,15949800
2025-02-05,9,더 폴: 디렉터스 컷,2024-12-25,1963,102403,22241400
2025-02-05,10,"레드벨벳 해피니스 다이어리 : 마이 디어, 레베럽 인 시네마",2025-02-05,1791,1791,44775000
2025-02-06,1,히트맨2,2025-01-22,31319,2114540,286603200
